id,transcript,emotion
008332,cháu xin góp với bác,sad
004085,mà tại sao anh ta muốn gặp cô vậy,angry
005242,tôi yêu cầu cô giải thích rõ mọi chuyện mà cô không chịu,neutral
004712,cô kể đầu đuôi tôi nghe xem nào tôi không hiểu gì hết,neutral
001147,lũ bạn chó chết khốn nạn,angry
005782,"em mới mười sáu tuổi à , chụp khỏa thân một người mười sáu tuổi là đi tù đó",surprise
004043,cái gì,surprise
001817,mệt thầy quá à,neutral
005158,"thôi , tôi không ăn đâu",neutral
003471,dám đưa mình tới hai trăm ngàn,surprise
007667,cô thì làm món gì cho ra hồn chứ,neutral
006293,ừ thì ba mươi,angry
002138,tôi đã nghi ngờ trúc lâu lắm rồi,angry
005042,thôi mẹ cứ để con học ở nhà thầy đi,neutral
001342,tên trộm khen tôi đẹp trai,surprise
004656,"là thằng xấu xa đáng ghét khó chịu nhất thế giới được chưa , đi làm đi , ngồi đó",angry
000841,cảm ơn trúc,neutral
000715,sao nói không chờ mà,neutral
005304,mà vợ em á,neutral
005841,anh có thể phụ tôi nấu cơm làm cá được không,neutral
007601,hôm nay là một ngày hoàn toàn bình thường,neutral
002082,mà chờ sẵn bắt quả tăng tôi trèo cửa sổ vô chứ,angry
004184,lấy chai rượu dưới nhà,neutral
004404,chỉ có vài lần thôi,neutral
006866,nhớ gì là nhớ gì,neutral
002036,lát tui về nhà,neutral
005523,ba mẹ ơi,neutral
003931,dạ con no rồi mẹ giờ con đi nha,happy
007171,rồi bệnh vô duyên,neutral
003577,để yên cho tôi ngủ,happy
003971,bà xã,happy
005451,ai da,angry
003013,trúc nghĩ là tôi với cô yến kia đi vũ trường nhảy nhót nhậu nhẹt đúng không,neutral
000948,ồn ào quá đi,angry
006406,"chắc chắn, họ sẽ không chấp nhận chuyện tôi với cô ly dị đâu",angry
005161,cô không được phép ra khỏi phòng,angry
003379,biết vậy sáng hôm qua tập luôn cho rồi,neutral
001871,tôi nhường cô ta đó,angry
003405,cô thấy mình quá đáng không,angry
008172,trong nhà có sẵn chỗ để xe hơi,neutral
002021,nói nghe nè,neutral
002840,đừng quan tâm tới tôi nữa,angry
002118,đằng kia kìa,neutral
007677,ừ,neutral
005275,không thích bơi chung thì lên đi,angry
002861,dạ,neutral
003157,"xin lỗi anh đến trễ , em có sao không vậy",neutral
003581,tôi nói là không cần mà,angry
002572,hát bài heo xinh đi,neutral
003302,trời ơi,neutral
007092,"đúng vậy , có lẽ cô ấy không biết đâu",neutral
007931,"nếu như không muốn, tại sao không từ chối ngay từ đầu",angry
006529,thôi,neutral
004521,bây giờ,neutral
003081,chứ còn đừng lấy nước trong lu,neutral
007351,rồi nó nói sao,neutral
000027,tôi có hai trăm ngàn thiệt mà hồi nãy là tôi để trong túi,neutral
000346,có cần tôi hâm cháo lại cho nóng không,neutral
002692,nhưng chỉ mới có cái từ phim thôi à,neutral
007224,tình bạn,neutral
005996,tôi mượn tiền của cô là để,sad
006312,"từ bây giờ cho đến khi hoàn thành xong kịch bản , cũng khoảng bảy tám tháng",neutral
007612,Trúc cho tôi ở tiếp nha,neutral
003206,hôm đó em thật vui và thật mắc cười,happy
001507,vũ trường hôm nay có đông không là sao,neutral
004242,cuốn này bảy ngàn cuốn này tám ngàn,neutral
003765,tôi cũng không biết ghi làm sao nữa,neutral
006316,ủa sao kỳ vậy,neutral
008045,thì tôi sẽ quăng cô xuống biển,neutral
004349,ba mẹ đang giận con đâu có muốn nói chuyện với con,neutral
005290,em còn có chuyện muốn nói với minh minh,neutral
003445,rồi cám ơn,happy
008340,lần đầu tiên tôi trú mưa kiểu này luôn á,happy
002236,tôi nghĩ ngô đồng sẽ hợp vai bởi vì tôi viết cho ngô đồng mà,neutral
004760,được,neutral
007776,cô bịa ra đúng không,angry
001752,nếu mà thấy chờ lâu quá thì cứ về đi chứ,neutral
005827,vậy sao,neutral
000797,tôi sẽ đồng ý với tất cả các điều khoản cô nêu ra trong hợp đồng,angry
003787,là trúc về bằng xe đạp,neutral
001169,"bá thông hả , ghé qua sốp ai vy của bảo yến ,để lấy quần áo về cho tôi nha",neutral
005597,tối qua tôi đón taxi của anh,angry
004003,tôi không thể kiềm chế được nên,neutral
003673,yên tâm tôi không ngủ đâu mà,neutral
007448,thì mười một mười hai giờ mới dậy luôn,neutral
002000,con hiểu ba mẹ đã làm như vậy là gì muốn tốt cho con thôi,neutral
007574,nè đồ đạc tôi còn nguyên tôi không hề đem bán cũng không hề đánh bài,neutral
006070,trời ơi,neutral
005380,nếu như chúng ta ly dị,neutral
005426,bởi vì,neutral
007189,mệt gì đâu,neutral
004809,bà hoa,neutral
004766,vậy mà tôi cứ tưởng bị trúc la,happy
004989,và tay trong tay chân song song hai cái mông tròn,happy
005919,sao không thấy vô,sad
003713,trên lầu á,neutral
002022,mẹ phải dành thời gian nghỉ ngơi,neutral
006066,xạo hết,angry
006042,hay là cô giữ lại bốn triệu,neutral
000942,tại sao hai người đối xử tàn nhẫn với tôi như vậy,sad
005194,"thì bởi vậy tôi mới nói là trường hợp thứ hai khó xảy ra hơn trường hợp thứ nhất , do đó tôi khẳng định đầu óc của cô có vấn đề cô loạn óc sinh hoang tưởng vậy á",neutral
007764,anh bán cuốn này cho em vậy là rẻ rồi đó,neutral
001658,em thích đông con lắm,neutral
001364,vậy coi như là bán hết mấy bộ đẹp nhất rồi còn gì,neutral
004086,"từ trạm xe buýt đi về đây á , cũng gần cây số chứ bộ , đi muốn rụng rời hai chân luôn á",sad
000076,chị có bao giờ nhìn thấy cổ có biểu hiện bất thường về tâm lý không,neutral
006585,hai ta sẽ là một đôi kỳ cục,neutral
001372,ờ,neutral
008135,như vậy là ngày xưa ba mẹ cô rất giàu có,neutral
006976,"nếu mà cá độ đua ngựa thì em vô trường đua Phú Thọ được rồi, chứ đi Ma Cao làm gì, vừa xa vừa tốn tiền",neutral
001946,"anh Phong , em nói chuyện này anh đừng giận nha",neutral
001970,thì em lo xa vậy thôi,neutral
004271,con chuột kìa,angry
006730,chuyện nhỏ xíu mà làm như chuyện lớn vậy,angry
005047,nhưng mà cũng phải dọn dẹp tầng trên chút xíu,neutral
000126,cái gì,angry
001567,hai chai ở quán bèo,neutral
003640,mà sao anh không mang đồ ra ngoài sân giặt,neutral
000082,tính đi tính lại rồi mới dám xài,neutral
006923,vậy Trúc có vô kiểm tra không,neutral
004207,thì mình là con nuôi chính xác,surprise
006694,chỉ một ly cà phê sữa đá thôi,neutral
007213,"nè , nói thì làm đó nha",happy
004600,bao nhiêu,neutral
007738,mà cô biết cảm giác của tôi lúc đó,neutral
000274,cô vô đi tôi mở cửa để cô yên tâm được chưa,happy
002933,đứa đánh nhau bị đậm chết,neutral
001034,đi sao được mà đi,neutral
007516,gọi là gì bây giờ ta,neutral
001035,"tại sao cô lại không ăn cháo chứ , cô phải ăn đi , ăn cháo mới mau hết bệnh được",surprise
002649,xịt vào cổ tay,neutral
007275,hả,surprise
004683,không có chi,happy
001820,chỉ để hở đôi mắt thôi,neutral
002893,méc đi,angry
000273,"tôi muốn cô biết rõ sự thật này , để cô hãy mau tỉnh ngộ đi , và tránh xa tôi ra",angry
002536,Minh Minh,neutral
004697,thật sang trọng,neutral
001939,ba,neutral
007492,cô đang thử thách tôi đó hả,angry
004909,thì ý tôi á,neutral
003448,mà hỏi là cô có thấy mùi bia rượu hay không,neutral
005669,lần sau á Trúc ăn cơm trước đi mười một giờ ba mươi rồi đói,neutral
005294,người ta nói làm ơn thì làm ơn cho trót mà,neutral
008197,để tôi đưa cô đi bệnh viện,neutral
006174,chị,neutral
000399,tốt gì mà đi chém quần áo của người khác thành đồ vẽ luôn,neutral
001545,cô đang tới nhà của tôi,angry
003556,"đừng có lo cho tôi , tôi nhiều scandal rồi , thêm một cái nữa cũng không sao đâu",neutral
000454,vậy là cô đồng ý giúp tôi nha,neutral
005001,mà đây là ai tại sao ở trong phòng con,surprise
005513,rồi thuê một căn nhà để ở nữa chứ,sad
006650,dạ con nè mẹ,neutral
005476,cảm ơn,happy
002305,nguyễn ngọc thuần,neutral
003791,đúng rồi,neutral
006881,vui quá à,happy
008258,cô làm gì mà bận,angry
003898,kỳ lạ con khỉ bóc,angry
003393,"thì tại , có người nói",neutral
007870,tôi và cô chưa từng quen nhau,angry
003984,em gửi chị,neutral
003659,tôi nói có gì sai không,neutral
005762,tức là tôi có kịch bản hay,neutral
002963,rồi bảo nam có thành đầu bếp hay không,neutral
000438,xe chạy tốt không,neutral
003682,mà nước hoa xài rồi quần áo cũ,neutral
003222,"em , em có muốn lấy anh không",neutral
000403,thì tới lúc đó tôi sẽ nói,neutral
003498,đúng là một cô gái quái đảng và kỳ vị,neutral
005089,muốn tôi tập cho đi liền,neutral
005264,không cần giải thích tôi biết lý do rồi,angry
000411,tôi xé đi nha,neutral
006513,sao tôi nói gì Trúc cũng bênh ông chằm chằm vậy,neutral
005741,thì cho tôi mượn hai triệu càng tốt,sad
007517,cô nói với tôi rằng là,neutral
004143,thứ tư hả,surprise
002664,khuôn mặt của nó lúc thốt,neutral
003116,uống nước đi,neutral
007181,thì một ngày con học ở nhà thầy cũng mất hai buổi sáng chiều rồi,neutral
003762,con rùa chậm chạp óc gà mà,neutral
001798,trời,angry
004080,tôi ghét nhất là đang ngủ mà đánh thức dậy á,angry
007604,"khán giả sẽ tiếp tục ủng hộ , những dự án phim tiếp theo của tôi",neutral
004655,trời ơi đây đâu phải chọc,neutral
005381,như vậy Trúc đâu phải là một người trung thực hoàn toàn đâu,neutral
000912,con gọi cà phê sữa đá cho ba rồi nè,happy
002032,là độc lắm,neutral
005994,chơi luôn,neutral
003962,ba trăm ngàn một tháng,neutral
008269,"nếu em khỏi bệnh , em sẽ giành ăn kem với anh đó",neutral
004045,cắt sao cũng được miễn đẹp thôi ha,neutral
006487,tôi đứng đây chờ cô đó,sad
000606,quán nào trời,surprise
003616,em mong rằng anh đừng làm khổ cô ấy nữa,neutral
001924,là tôi biết không xong rồi,neutral
006851,là tôi phạt đó nha,neutral
003037,thôi,angry
002029,"yến hả , anh nghe đây",neutral
004146,đúng là trơi tráo mặt dày,angry
000660,chắc tại lên tivi họ cắt phần khỏa thân rồi đó,happy
002394,càng giải thích càng thấy vô lý,surprise
006944,ba,neutral
002388,chắc là để trả thù việc trúc,sad
007032,ba với mẹ không có chút tình cảm nào với con hay sao,angry
007261,còn tóc hả,neutral
000966,cảm ơn tôi không làm đâu,neutral
001988,còn sách thì sao,neutral
002384,cô ngồi đây làm gì vậy,neutral
000490,ờ không,neutral
000927,đái bậy vui thiệt mát rượi,happy
004742,ba mẹ tôi chết hết rồi,sad
003348,thôi được rồi,neutral
006784,em sợ đúng không,neutral
002176,thôi anh về nha,neutral
002287,chút xíu thôi sang phải sang phải,happy
006377,hôm qua tôi uống rượu là tôi ngủ luôn ở nhà,neutral
002438,tôi nghĩ ủa tại sao lại hẹn ra công viên,surprise
005849,mà nước cam tôi nhớ không lầm á,neutral
004256,tại sao cô không đi làm diễn viên đi,angry
002067,cám ơn,neutral
006973,à thì ngày mai anh mời em đi ra ngoài ăn tối,happy
006550,"là tôi rất ngứa mắt , cô biết không",neutral
002528,sao Trúc không ăn cơm trước,neutral
003750,"minh minh , minh minh",neutral
006205,năn nỉ mà,neutral
006210,mẹ yên tâm,neutral
004833,dậy vô phòng ngủ nè,neutral
003863,xe này khó chạy hơn xe đạp nhiều đó,neutral
006492,bởi vì tôi thích tên gọi của ngôi nhà này,neutral
002322,từ từ,neutral
002145,còn nếu không á,angry
000083,chứ bây giờ về nhà tôi không biết giải thích sao mấy vết bầm trên người với ba mẹ của tôi nữa,angry
002703,cô mà còn làm mất cái máy ghi âm lần nữa,angry
002397,đó hết rồi đó,neutral
003308,số phận kỳ lạ thiệt tự dưng đem gắn kết hai người không có liên quan gì với nhau lại với nhau,neutral
002422,trúc thử kiếm xem có cái đệm nào rẻ rẻ,neutral
000843,đúng vậy,neutral
007916,cô làm cái gì vậy,angry
001343,"sao , cô mới nói cái gì",angry
001582,vào giường đi ngủ đi,angry
006959,cô,neutral
006768,mà nè,neutral
000616,trúc ngủ dưới đất còn tôi ngủ ngoài sân luôn á,happy
001077,tôi đã đọc kịch bản rồi,neutral
005577,à,neutral
005172,suôn sẻ không,neutral
004430,vậy mà cô cứ đi ra ngoài,neutral
005526,tập lại đi,neutral
000664,xe cô gái lúc nãy,neutral
005110,điều kiện gì,neutral
005871,tui bỏ học tới gặp cô là ba mẹ tui xử đẹp tôi liền á không đẹp không ăn tiền,angry
002308,ướp mắm muối,neutral
007103,anh thấy con quậy quá chừng luôn á,angry
004958,cảm ơn tôi đi,happy
006199,thì tôi hẹn nó ra quán cà phê,neutral
004208,tôi á mới là cây nè,neutral
000255,tại sao cô không nhớ gì hết trơn vậy,neutral
003730,"làm nghệ thuật , thì phải có khả năng chịu áp lực nữa",neutral
005712,alo Diễm hả anh đây,neutral
007732,lúc đó em sẽ coi anh và chiếc máy quay như những người bạn nên sẽ thoải mái,neutral
005570,trời ơi đây không là tiền thì là gì,happy
006130,ở đâu có xe ôm vậy,neutral
002149,cuốn số phần con người này á hay lắm á,happy
006392,tôi đi đâu thì bây giờ tôi lại lang thang thôi,sad
003790,thôi em cứ giữ đi,neutral
003122,taxi,neutral
006865,"mấy người làm cái trò gì vậy hả , đi vô bằng cách nào đi ra ngay nếu không tôi gọi công an á",angry
001559,cô không uống đúng không,neutral
000216,"đúng thiệt , bực mình quá đi",angry
003093,ông hiều làm như vậy là với mục đích gì ta,neutral
005682,đã mất công nấu lại còn mất công chờ,neutral
003500,ủa quần áo tôi đâu rồi,neutral
002139,"nếu anh không phải là đạo diễn điện ảnh , thì tại sao trong nhà anh lại có tất cả những thứ đó",angry
003678,chút ăn món gà nấu rượu chưa,happy
001978,anh không ăn thật ngon đúng không,neutral
001678,chảnh dữ ha,neutral
006967,trời ơi Trúc phải để lại một cái áo khoác cho tôi mặc chứ,neutral
006738,vậy tại sao cô không cho anh ấy một cơ hội nữa,neutral
001470,"tại sao , em không đi",neutral
008060,ờ lúc đầu á,neutral
006456,"thấy chưa , tôi biết ngay mà",neutral
006814,thầy con bị say xe cũng không đi taxi được,neutral
005416,treo ở bất cứ đâu trong công ty cũng được,neutral
005223,trúc trúc em sao vậy tại sao lại bỏ đi vậy,surprise
000057,ừ hay đọc tiếp đi tôi bán sách cho,happy
006437,mai đưa đồ anh thử cũng được mà,neutral
004389,sao mà bất công vậy,neutral
004461,về nha anh hiều,neutral
007527,may mà tôi dùng chiêu của cô mới thoát thân được á,neutral
000921,cô cũng thấy là cổ tuyên bố bỏ tôi rồi kêu hai thằng kia nhảy vô đánh tui bầm dập đó hả,angry
002926,mẹ,neutral
005283,tôi đang cần một người tạo cảm hứng cho tôi,neutral
002538,sao trúc không gọi tôi mà đập cửa ầm ầm vậy,angry
000215,bây giờ mình đang ở đâu,neutral
001337,đừng mà tôi biết lỗi của tôi rồi,neutral
006746,nè cầm lấy để anh lấy tiền,neutral
006575,cô là hoa hậu phù sa Cần Thơ,happy
004153,nghe thật là hấp dẫn,neutral
002264,thiệt tình,sad
000190,cô đang làm gì dợ,angry
006700,"nội bị bệnh đó , tới thăm nội đi",neutral
005442,ừ,neutral
004178,tôi thấy tôi chưa xứng đáng với mức lương mà tôi nhận được,sad
001279,"đây , tôi lưu hết trong này đây",angry
005858,ha ha đúng rồi,happy
003528,mới coi là hết giận nhau chứ,neutral
000889,đúng đứa con gái rắc rối nhất và quái nhất mà tôi từng gặp,angry
002514,cô thử đọc cho tôi nghe xem,neutral
004813,dạ vậy thì ba mẹ để con suy nghĩ đã,sad
008278,nặng lắm,neutral
003262,thì tôi ngủ trú mưa trong cái ống cống ngoài đồng đó,neutral
000857,chứ bộ nó khùng hay sao mà nó đi tìm thư nó đọc đúng không,happy
002682,canh cá diêu hồng à,neutral
006307,mà là óc loài thú,angry
003520,chịu nhận tiền và bao che cho việc em đi chơi,neutral
007274,taxi đón,neutral
003548,oke liền,neutral
006489,để làm gì Trúc thì có liên quan gì đến chuyện này,angry
003815,nhưng mà thực tế là vậy mà,neutral
008349,sao hay vậy trời,neutral
002167,câu này nghe lạ vậy,surprise
005474,không biết mình còn may mắn đến khi nào ha,happy
000586,chính xác,happy
003512,có hay không rồi tôi mới nói tiếp,neutral
007658,nè sách tụi mày nè,neutral
003606,tôi muốn tâm sự với cô,sad
004510,anh cảm ơn em,neutral
005548,đi đi,neutral
004370,"ngồi yên đó , để anh ra mở cửa",neutral
002746,mà quan trọng là bây giờ tôi thấy mình vừa ngu vừa nhục,sad
000366,vậy cách chỗ tôi muốn tới bao nhiêu cây,neutral
003658,cũng thích,neutral
000282,muỗi chích thì làm sao mà ngủ,angry
002231,tôi buồn quá,sad
003218,quần áo phải đi với giày dép,neutral
002594,tụi mày tính bày trò gì nữa hả,angry
005615,chắc họ sướng lắm á,neutral
003700,cô đi đi để tôi bán cho,neutral
004393,tôi đâu có kêu họ tới đánh cô đâu,surprise
001263,và những cô gái đang đeo bám tôi,neutral
005530,đập chết con cá giùm tôi được không,neutral
005921,tôi nè,neutral
001521,đến đâu vậy,neutral
005695,sao mình lại ngủ trên cái giường này kỳ nhỉ,surprise
002613,Trúc xỉn rồi vô nghỉ đi,neutral
003009,và không biết tương lai của mình sẽ ra sao,neutral
006138,ghê ha,happy
003856,thấy có gì là nội dung tống tiền hay tống tình không,neutral
001352,trời ơi việc gì phải suy nghĩ cho nó mệt,neutral
008308,tại sao Trúc tốt với tôi như vậy,neutral
000828,"cố lên , cô thì lúc nào cũng cố lên hết",neutral
002292,vậy là thất ngu,neutral
008021,phải giặt thật sạch cho hết mùi gián nghe chưa,neutral
002526,tối khỏi đợi cơm tôi nha,neutral
007715,nhớ lại lúc trước,neutral
005767,ừ tôi hiểu rõ sức mạnh của tiền bạc mà,neutral
002227,ừ ha,neutral
004917,chỉ có mỗi một cái tên trúc,neutral
003320,"tôi tặng hoa cô cô thích không , có giống những bộ phim cô đã từng xem không",neutral
008002,thế còn hôn trên phim,neutral
005997,nghe rồi,neutral
002445,trời ông chỉ hiền với Trúc thôi,neutral
006949,và nó sẽ trở thành một bộ phim hay,neutral
000246,dạ tối hôm qua con đi cà phê với mấy đứa bạn thời trung học,neutral
007163,con nói thật mà,neutral
001660,ông mang theo đồ đạc nữa,neutral
002938,tôi cũng không muốn sống chung với cô nữa,angry
006018,hay là nghỉ tiếp,neutral
005168,vậy quăng nó đi,angry
002237,thôi,angry
002151,khỏi cần đọc cũng biết ông viết gì rồi,neutral
002390,không thì năm chục ngàn cũng được,happy
002808,"thế mới nói , chuyện giữa người với người , thì phải mặt đối mặt mới nói được , chứ thông qua cái tủ lạnh , thì nói được gì chứ",angry
005144,lại cái con nhỏ bán sách,angry
001628,tại cô không phải là dân chơi nên cô không biết á thôi,neutral
002014,thì phải tập cho quen,neutral
005633,điều gì đã làm anh thay đổi như vậy,angry
000477,"bữa sáng được chuẩn bị sẵn sàng , trước bảy giờ rồi còn gì",angry
000751,"mà tôi cũng không hiểu sao , anh đình phong lại ký hợp đồng với cô chứ",surprise
000225,thật là vui luôn đó,happy
002713,tại sao lại nói như vậy,angry
001281,biết vậy sao còn hỏi,angry
001639,nên nhớ về sớm đó,neutral
003590,có năng khiếu về mọi mặt mà,neutral
007892,nhưng mà làm sao mà sống ở đây mà không có nghề nghiệp gì được,neutral
003428,không phải vậy đâu,neutral
003696,yên tâm,neutral
004025,bây giờ mà được về nhà nằm ngủ là đã biết mấy ha,neutral
004151,cô dịu dàng dễ thương và tốt bụng được chưa,neutral
002849,"đúng vậy , sáng nay tôi phải xem duyệt bản nháp của phim mới nên không bỏ được",neutral
004225,"bởi vậy cho nên , tôi mới nói cô mau đi làm gì cho tôi ăn đi",angry
001996,đi chuộc đồ liền ha,happy
008294,ừ,neutral
000918,cám ơn bà,neutral
000719,rất là đặc biệt đối với tôi,happy
004751,ai ngờ ngày đầu tiên trèo lên xe tui bị té trầy tay ba mẹ tôi sợ quá nên không cho chạy nữa,neutral
001890,dạ,neutral
000899,cô hiểu lầm rồi,angry
005656,hôm nay không phải ngày ăn khoai lang à,neutral
004962,thì tại vì à,neutral
005265,chắc là có chuyện gì rồi,sad
008082,hai giờ sáng rồi bà ngủ lại hay về,neutral
003095,vậy tại sao tôi yêu cầu cô giải thích lý do cô tát tôi mà cô không chịu giải thích,neutral
002737,nhưng mà,neutral
006166,em có biết rằng,happy
007745,"anh hỏi tại sao nghĩa là sao , đây là nhà của em mà , là nhà của em , thì em muốn đi hay ở , lúc nào chẳng được , đúng không",neutral
007029,sao,neutral
007834,ba em sẽ gọi điện cho thầy liền á,happy
004325,chín giờ được không ba à thôi,neutral
006057,"khi tìm được , tôi sẽ dọn đi ngay",neutral
002012,tại sao không chứ,angry
005836,tôi có đề nghị mới nè,happy
000183,đó,happy
006467,mà công nhận Trúc dám cho tôi nợ từng ấy tiền chứng tỏ Trúc cũng có lòng tin đối với tôi chứ bộ,neutral
003374,vậy thì tôi nấu món đó đi,neutral
008229,ủi tất là ủi tất cả những đồ cô giặt đó,neutral
003090,các người nghĩ các người là ai chứ,neutral
007610,và cô muốn ly dị tôi thật,neutral
003440,thế nào cũng gây ra hư hỏng thiệt hại,sad
004533,dạ,neutral
006249,nghe,happy
000532,cái gì,angry
004122,"còn cô , cô quen đình phong được bao lâu rồi vậy hả , bao lâu rồi mà cô dám đưa anh ấy về nhà , hả , bao lâu",angry
005077,ủa,surprise
000097,bây giờ nhìn kỹ mặt anh xem nha,happy
006428,anh tới nhá,neutral
007122,cuộc đời nhiều chuyện kỳ lạ thật người giống người giống quá mức luôn,surprise
003680,có ngàn sao mà tìm thấy được,neutral
005055,cô đọc xong cuốn này á,neutral
003220,con chắc chắn là môn hóa con được chín điểm,angry
005208,sao hả,surprise
003117,chưa ăn gì hết,angry
000096,mà trúc họ gì vậy,neutral
007511,chỗ nào cũng phải xin việc,neutral
006041,tôi kiếm cô làm chi vậy,neutral
005010,đúng vậy,neutral
006874,tui cũng chưa biết,neutral
006672,tôi đi chết đây,sad
006594,"anh cũng không biết nữa , nếu mà thời gian có thể rút ngắn lại , anh cũng không hứa trước được",neutral
001417,em lo là em lo cái vụ mặt em với mặt thầy đâu có nét nào giống nhau đâu,neutral
004067,thì tôi có được vô toilet để thay quần áo không,neutral
004789,không thấy mở đèn,neutral
007394,"nội nói là nội hết bệnh rồi, không cần phải tới thăm nội nữa",neutral
001969,anh hỏi em là em đã từng hôn ai bao giờ chưa,neutral
001018,có chắc không,angry
005825,"anh tập thể dục thường xuyên , làm sao bị bệnh được chứ",surprise
002251,chọn món đắt tiền đó,angry
004395,"được , chúng ta ly dị",angry
000134,chỉ có ba chúng ta là thay đổi,neutral
001823,"ừm, chào em",neutral
004095,cô lảm nhảm gì vậy,angry
000385,thì cô sẽ không bị đuổi ra khỏi nhà,neutral
001754,trúc có mở cửa ra xem tôi tỉnh như sáo nè,neutral
001664,thì cô đòi giữ lại tất cả số đồ đạc của tôi rồi đuổi tôi đi,angry
002172,có khi nào họ nói xạo không,neutral
001235,chuyện quan trọng à là chuyện gì,neutral
008260,trời heo men li đứng trước mắt đưa đôi tay không biết muốn gì,happy
005164,còn nữa,neutral
001204,và sẽ trả lương cho cô,happy
003433,"đó chỉ là những lời đùa giỡn thôi , tôi rất vui khi chọc giận được cô , lúc mà cô giận , nhìn cô mắc cười lắm , cái mặt của cô , nhìn rất là tếu luôn á",neutral
002060,mà cô đọc xong là thích liền,happy
004356,ờ không,neutral
002884,tôi không muốn gặp cô nữa,angry
008012,năm ngàn một cuốn hả,surprise
007376,mà có người á cả lít mới xỉn,neutral
005197,"ừ , mày ghi âm thì sao , nó bị hư hả",neutral
004713,"minh minh , tất cả những giao kèo trong hợp đồng giữa hai chúng ta sẽ không có nghĩa lý gì đối với tôi nữa",neutral
000631,thầy quá hiểu học lực của em mà,happy
001305,mộ ba mẹ con gần đây không bà,sad
007387,bốn năm rồi chị,neutral
005974,con nhất quyết phải đi gặp cô ấy,neutral
001404,muốn trở thành diễn viên giỏi thì trí tưởng tượng phải thật mãnh liệt,neutral
008189,đi theo tôi,neutral
004363,anh phải gặp bốn nhà báo lận,neutral
007839,a lô thầy hả,neutral
000482,thế nào cũng đi rêu rao khắp nơi,neutral
000998,ủa tôi lên đấy hóng gió được chưa,angry
004973,tôi mới vô nhà được,neutral
008043,tôi chịu thua cô rồi,neutral
004392,sao kêu trời,surprise
003584,"được rồi , coi như tôi rút lại lời tôi nói",angry
007674,chờ tí ông về rồi cô hỏi ông,neutral
007210,thật ra anh Đình Phong tới chơi,neutral
001181,lũ khốn đó thì nhiều trò lắm,neutral
005334,thật ra hôm nay,neutral
003050,vô giường đi ngủ đi,neutral
001164,cô có tỉnh táo không,angry
006209,ừ vậy cũng được,neutral
002493,trời đẹp mà bị điên uổng thiệt,neutral
007940,trời,neutral
000768,trúc xỉn thật rồi đó,angry
002583,dì ơi,neutral
001994,cố cãi cho bằng được,neutral
007208,"ai ngờ được khen , lại còn được làm phim nữa , khó tin quá",neutral
007343,đi đâu vậy ta,neutral
006295,bắt đầu từ bây giờ trở đi,angry
003467,về nhà ngay,angry
000833,tóm lại là ủi tất,neutral
000424,cái gì,angry
001739,em vô nhà đi,neutral
005154,bởi vì nhà trúc đâu có địa chỉ đâu,neutral
002789,bộ muốn trộn dọn hết nhà tôi,neutral
004127,việc của cô mà,neutral
004061,hợp tấu đầu tiên của cháu ở luân đôn,neutral
000885,thế nào cũng tìm ra điểm yếu của nó à,happy
005162,đậu đậu con khỉ,angry
007978,tụi nó đốt sách,angry
005125,em điên hả em tính giở trò gì vậy,angry
005050,"kịch bản của nồi cơm điện viết , làm sao mà hay được chứ",sad
001585,anh hiều,neutral
007061,không biết bây giờ mình vô nhà,neutral
003427,có chuyện gì vậy,neutral
002406,mà thằng nghĩa có hỏi gì về tôi nữa không,neutral
001826,cô làm sai thì được,angry
001892,cô ở đâu về vậy,angry
003106,dạ,neutral
007285,vậy chừng nào tiểu thuyết của cô mới được xuất bản,neutral
003507,đi chơi với người đẹp mà,neutral
004327,nhục nhã thiệt,neutral
004287,địa chỉ ghi sao đây,neutral
002693,không lẽ,neutral
006843,trời heo men li,happy
004487,cái gì,surprise
003994,tôi sẽ không theo phá cô nữa,sad
000648,ô kê,neutral
006078,biết chở nước,neutral
000406,thì con đậu là cái chắc,happy
001010,"tức là , một căn nhà tràn đầy tình yêu thương và hạnh phúc",happy
000131,ờ,happy
003953,tại sao lại không,angry
004585,cô lại gặp rắc rối gì với tụi nó à,surprise
005745,rồi mới nhìn quần áo sau,neutral
000025,sao cô lại có thái độ như vậy,neutral
001815,nhưng mà dù sao chiếc nhẫn đó cũng là đính ước của tôi với cô mà,neutral
000572,tôi xin cô mà,sad
004525,sống căng thẳng như vậy mà trúc cũng sống được nữa,sad
006072,tìm thấy rồi,neutral
001005,đa tạ vì đã khen nha,happy
003992,nhưng trời ơi tui cũng có lấy hết đâu,angry
007384,nhà cửa lúc nào cũng phải sạch sẽ gọn gàng,neutral
000947,nhưng anh không quan tâm,neutral
005289,biết làm gì cho hết chán vậy trời,neutral
001985,ừ,neutral
006325,đi,neutral
006333,mi tu có nghĩa là tôi cũng vậy là được rồi,neutral
000798,"cô là ăn mày hay sao , mà cô đi nhận hoa của anh ta hả",angry
007148,Đình Phong hỏi vậy cô trả lời sao,angry
005884,nó hỏi cho ra lẽ,angry
006807,nghe cô giải thích á tôi lùng bùng lỗ tai luôn á hiểu rồi,happy
005499,không,neutral
006616,bán xong á,neutral
005875,lần đó mới là xỉu thiệt đó,neutral
004995,trúc ơi trúc,neutral
004733,anh đi nha,sad
002549,bực mình ghê cái con nhỏ điên khùng,angry
007828,làm sao Trúc tồn tại được cái đất Sài Gòn này ta,neutral
