id,transcript
2519,hai cái màu này thấy ô_kê á
252,hơi khô một_chút nha các bạn
2520,nó không có bị hường phấn quá
2522,nhé và đó là năm cái điều mình cảm_thấy khá ngớ_ngẩn ở người lớn
2523,mình hy_vọng là các bạn đã có một_chút sự giải_trí ở trong cái
2524,vi_đi_ô rất là ngắn và vô
2526,bạn không cần bỏ_quá nhiều tiền
2527,thế_nhưng bạn cũng sẽ vẫn mua được những cái đầm đen nhìn rất là đẹp rất là xịn vậy_thì chỉ cần đầu_tư một cái đầm đen bó
2528,giống như_vầy mình có nè
2529,đây là cái đầm đen bó của mình
253,mình thì mình thấy cái phần đùi gà là ô_kê nhất
2530,có_thể các bạn sẽ đi qua cuộc_đời của một_số người dị tính mình đã
2531,từng gặp những người dị tính này rồi
2532,và mình cũng
2533,nói thật_là mình
2534,mình cũng là một trong những người dị tính đó
2535,à khi mà có một người đồng_tính đi qua cuộc_đời của mình
2536,với danh_nghĩa là cũng là
2537,cách thứ bẩy để trị chứng mất động lực
2538,là thể_dục thể thao
2539,mình biết bạn nghe đến đây là bạn muốn tua qua rồi nhưng_mà từ_từ nghe mình giải_thích đạ
254,á thì_là bây_giờ chúng_mình sẽ có những cái miếng gà như và như_thế_này thì_là chúng_mình sẽ
2540,nếu bạn như mình ý thì thỉnh_thoảng bạn sẽ có những lúc cảm_thấy chân_tay thừa_thãi dã man
2541,tức_là kiểu cơ_thể thì khoẻ
2543,mình phải tự hỏi mình
2544,mình phải tự hỏi mình xem là
2545,mình đang nghe cái đối_tượng nào và cái đối_tượng đó có đáng để nghe hay không
2546,mình phải tự nghe mình trước
2548,ngàng từ nữa trong phần áp_pen_dích_x để hỗ_trợ ý cho cái hai ngàn từ kia
2549,tổng_cộng số chữ của mình gấp
255,điều tiếp_theo mình đã học được là trong cuộc_sống một người cần phải học cách
2550,bốn lần số chữ cho_phép tức là
2551,tám nghìn từ tổng cộng
2552,nhưng_mà vì sáu nghìn chữ nằm trong cái phần áp_pen_dích_x phụ_lục nó
2553,đầu_tiên để mở_màn câu chuyện
2554,còn trước khi cả mình bước
2555,vô một ly cà_phê ca_pu_chi_nô đá
2556,chân châu đường đen
2557,nói thật với các bạn là ở sài gòn thì mình chỉ được uống cà_phê cà_phê và trà sữa chân trâu thôi chứ mình chưa bao_giờ được uống cà_phê chân châu đường đen
2558,cho_nên hôm_nay mình
2559,muốn làm một cái
256,thoải_mái với những điều không thoải_mái trong đời bạn sẽ phải làm rất là nhiều việc mà bạn không thích ví_dụ như_là dậy sớm này tập_thể_dục này làm bài_tập này tự nhận lỗi của mình
2560,vi_đi_ô kiểu nói_chuyện phiếm hết_sức vô_bổ để thuần_tuý cho vui và không có_ích gì cho ai cả
2561,ngày hôm_nay mình sẽ chia_sẻ với các bạn
2562,năm điều ngớ ngẩn
2563,mà mình thấy người_lớn làm
2564,có_thể nhiều khi các bạn cảm_thấy làm người_lớn là một cái phạm_trù rất là nghiêm_trọng và khi mà bạn làm người_lớn ý
2565,bạn không được phép có bất_cứ sơ_suất nào
2566,nhưng_mà không phải vậy
2568,để cho nó về nó
257,chào buổi_sáng các ba ạ ngày hôm_nay mình bắt_đầu xay cần_tây buổi đầu_tiên đây là một cây cần_tây này
2571,món thứ_hai mà mình không còn mua nữa_là túi xách
2572,ngày_xưa mình là một người rất thích túi_xách mình mua rất là nhiều túi_xách kiểu này kiểu nọ tại vì mình cảm_giác là mỗi bộ quần_áo sẽ cần phải phối mà một cái túi khác_nhau mà mình cần phải có túi để phối nói_chung nói_chung là mình mua rất là nhiều túi
2574,để đến khi mà nấu xong
2576,thì đây là b_rôn_dờ của hãng
2578,có thử_nghiệm trên động_vật và mình sẽ không mua lại hãng bóp_bi b_rao nữa sau khi mà dùng xong cái hộp này cái hộp này thì mình cũng mua rất là lâu rồi
2579,cái chất_lượng phấn này thì công_bằng mà nói là tốt
258,những cái mà
2580,chào buổi_sáng các bạn lại một buổi_sáng nữa ở ờ la lăm pơ sáng nay thì mình sẽ như đã hứa với các bạn cho các bạn đi xem một vòng cái tua khách_sạn ở đây tại vì
2581,cái khách_sạn ở đây rất là đẹp
2582,bắt_đầu lại từ dưới nhà bây_giờ mình sẽ xuống ăn sáng sau đấy thì mình sẽ lên ngược_lại phòng nha đi
2585,cuộc trốn_tránh khỏi thành phố
2586,trong dịp cuối tuần nay bây_giờ thì vợ_chồng mình cũng rất là mệt rồi bây_giờ sẽ chỉ có dọn đồ một_chút rồi tắm rồi đi ngủ rồi ngày_mai thì_là tụi mình sẽ bay về sài gòn để về lại với thực_tại trở_về với ngôi nhà và những đứa cong
2587,cuộc trốn_tránh khỏi thành phố
2588,trong dịp cuối tuần nay bây_giờ thì vợ_chồng mình cũng rất là mệt rồi bây_giờ sẽ chỉ có dọn đồ một_chút rồi tắm rồi đi ngủ rồi ngày_mai thì à tụi mình sẽ bay về sài gòn để về lại với thực_tại trở_về với ngôi nhà và những đứa cong
2589,còn những bạn nào những bạn ờ còn những bạn nào nghĩ là mình đã biết là mình muốn làm_gì rồi thế_nhưng mà một một_số lý_do gì đó
259,bẩn bẩn hỏng hỏng như_thế_này xấu xấu như_thế_này thì các bạn có_thể bỏ đi nhá còn đây là một cây cần_tây mình đã cắt
2590,mình cần lại cần phải hiểu thêm
2591,là mình
2593,mà không biết nữa thế_nhưng mà thôi mất rồi thôi
2595,giờ thì bây_giờ coi như mình rút kinh_nghiệm và chào_mừng các bạn đến với chen_nồ mới
2597,khi mà mình áp_dụng thì nó làm cho cái lớp nền của mình nó rất là mịn
2598,nó rất là ăn vào da và nó rất là bám
260,từng miếng ra đây
2600,mà nó tránh cho mặt bị dầu
2601,cái mẹo này thì đặc
2602,biệt hữu_dụng cho những bạn da_dầu đối_với những bạn da khô như mình ý thì các bạn phải hết_sức là cẩn_thận tại vì cái mẹo này khi mà các bạn làm quá_tay hoặc là
2603,khi mà da các bạn dưỡng ẩm chưa đủ trước khi mà trang điểm
2604,thì các bạn sẽ bị khô các bạn sẽ bị bong vẩy ngay bởi_vậy cho_nên rất rất quan_trọng các bạn da khô là các bạn phải lưu ý
2605,một là phải tẩy da chết đều đặn
2606,một lần một tuần hai
2607,là các bạn phải dưỡng ẩm da thật kỹ
2608,trước khi mà trang điểm
2609,dùng một cái loại kem thật_là dầy
2610,độ_ẩm thật_là cao để các bạn có_thể chịu_đựng được_cái cái việc phủ phấn trước khi mà đánh
2611,kem nền và bây_giờ chúng_mình sẽ đến với kem nền
2612,xác_lốt ti_bơ_ri
2613,đi luôn bản_thân cái chén nhỏ thì mình sẽ có sáu chén
2614,một cái tô để đựng canh và sáu với một là bảy mười_hai chừ bảy là năm cái điểm
2615,mình cũng muốn đếm từ cái đĩa nhìn nó rất là ngớ_ngẩn nữa nên cho_nên là mình sẽ cộng
2616,điểm cộng
2617,bây_giờ thì chỉ có chấp_nhận cái kiểu tóc này và chờ đợi
2618,chờ_đợi đến khi nó mọc ra thôi các bạn ạ mình biết là rất là nhiều bạn cảm_thấy khó_chịu về cái tóc của mình vào cái thời_điểm này thế_nhưng mà mình mong là các bạn sẽ hiểu cho mình mình mong là các bạn sẽ thông_cảm với
2619,bạn nghĩ ở trong đầu
2620,đàn_ông không ra đàn_ông đàn_bà không ra đàn_bà bạn bắt_đầu nghĩ ra những cái
2621,bạn bắt_đầu nghĩ ra những cái gọi_là những cái lý lẽ
2622,để chê nó xấu để chê nó không ra cái gì hết á
2624,đây là cái bước mà mình sẽ
2625,nêm thêm hạt nêm vào thì cái bước mà cho hạt nêm vào ở cái bước này nó sẽ phụ_thuộc một_chút vào cái lượng nước_mắm mà các bạn cho vào cái lúc ban_đầu các bạn cho càng nhiều nước_mắm vào lúc ban_đầu thì bây_giờ cái lượng hạt nêm các bạn bỏ vào càng ít hơn
2626,thì cái này thực_ra nó không có một cái công_thức cụ_thể cho cái việc nêm nếm cái canh này
2627,các bạn phải điều_chỉnh giữa nước_mắm và hạt nêm sao cho nó vừa_miệng của các bạn thôi_thì ở cái bước này thì mình đã quen rồi
2628,mình đã nấu cái món này rất là nhiều lần rồi cho_nên là mình biết là mình sẽ cho bao_nhiêu nước_mắm trong cái công_đoạn xào và bây_giờ thì mình sẽ cho bao_nhiêu hạt nêm
2629,thế cho_nên là mình đã quen rồi nhưng khi mà các bạn làm đó
2630,thì các bạn vừa ở cái bước cho hạt nêm này này
2631,thì các bạn vừa nêm vừa cho vào dần_dần cho nó vừa_miệng thì_thôi nha
2632,còn mình thì ở cái bước này mình sẽ cho hai muỗng
2633,ca li khanh
2634,rất thẳng_thắn và men ạ
2636,đúng à thẳng_thắn này
2638,người đó đó rất là thẳng thắn
2639,nào
264,cứ đánh nhẹ nhẹ ở từng_lớp từng_lớp một rồi muốn nó đậm hơn
2640,thường là các chị tây thì mắt rất là sâu xong rồi mắt hai mí này kia các thứ mắt mình một mí thì mình làm
2641,theo cái kiểu kiểu như_là mình vừa làm mình vừa mày_mò mình vừa làm gia_giảm các thứ
2642,thêm_bớt các thứ để cho nó phù_hợp với mặt mình ý
2643,các bạn cũng_nên như_vậy các bạn cũng_nên tìm ra cái cách phù_hợp nhất với bản_thân mình đây là
2644,ta_tu lai_nơ cát von đê
2645,đây là kẻ mắt
265,thì thêm một lớp nữa
2650,một cái hắt_xì_hơi nó cũng sợ một cái xe chạy qua nó cũng sợ thậm_chí mình đi ngang qua mình cũng thấy nó sợ
2651,ấn_tượng đầu_tiên là trời_ơi đúng là nó nóng thật ở chị máy_bay tiếp_viên hàng_không nói là nhiệt_độ bên ngoài là ba_mươi tám độ
2652,đó mình không tin mà bảo làm_gì anh đã nóng thế đến à
2654,mếch_ắp pho_re_vơ
2655,đây là hai cái màu_phấn mắt mà mình mua rất là lâu rồi mà mình dùng vẫn
2656,chưa hết mếch_ắp pho_re_vơ là một hãng có thử_nghiệm trên động_vật vì_thế khi mà xong cái bảng_màu này thì mình cũng sẽ không mua lại đồ của mếch_ắp
2658,ta cắt tóc bóp và nó ngang tới đây này
2659,thì các bạn hình_dung là cái thời_gian ở giữa nó sẽ rất là kinh_khủng và cụ_thể là bây_giờ đây cái tóc của mình bây_giờ nó lửng lửng và nó lơ lơ và nó không ra một cái kiểu gì cả thế_nhưng mà mình vẫn phải sống và vẫn phải làm_việc bởi_vậy cho_nên là mỗi lần mà mình tạo kiểu tóc thì mình sẽ
266,nhạt quá làm đậm hơn thì dễ chứ còn đã đánh nhận đậm quá là rất là khó để xoá bớt đi
2662,đừng có quá ngây thơ
2663,với cái việc đầu tư
2664,không có cái gì là ăn chắc đến mức đó cả
2665,đó thì đó là cái câu_chuyện ngắn
2666,hơi đau_lòng một chút
2667,à của vợ_chồng mình khi mà đi mua vàng mình xin kể với các bạn và mình xin
2668,rất mong là các bạn sẽ có_thể rút được một cái kinh nghiệm
2669,từ câu_chuyện của tụi mình
267,ô_kê bây_giờ chúng_mình sẽ
2670,để coi như_là cái số lỗ đó đã mua được cho chúng_mình tất_cả chúng_mình một bài_học quý giá
2671,đừng như_vậy khi mà chúng_mình làm như_vậy á là chúng_mình đang
2672,lấy một câu hoặc là một
2673,cụm_từ nào_đó ra khỏi cái ngữ_cảnh của nó
2674,hiểu nó theo một cách
2675,hoàn_toàn khác và từ đó chửi người_ta một_cách vô căn cứ
2676,trước_tiên là phải nói rõ
2677,đó bạn không có trách_nhiệm phải đọc một bài báo hoặc xem hết một vi_đi_ô để bạn có_thể kết_luận cho mình là tôi không thích cái người này
2678,nhiều khi bạn chỉ cần nhìn mặt một người là bạn có quyền ghét người_ta rồi
2679,đấy là việc của bạn
268,mình cảm_ơn các bạn đã tặng mình rất là nhiều tóc ngày hôm nay
2680,thường á thì khi mà một
2681,người chỉ cần đọc một cái tiêu_đề là ghét
2682,là chửi ngay ý thì thường là cái hành_động đó
2684,rất là nhiều việc mà bạn cảm_thấy khó_chịu khi mà làm nhưng_mà những cái việc này là những việc mà cần phải được hoàn_thành và bạn sẽ phải cố_gắng làm_quen với những việc khó_chịu như thế
2685,tại vì nếu_mà bạn luôn_luôn chọn cái thứ dễ_chịu hơn ý thì bạn sẽ không_bao_giờ đạt được điều gì tốt cả tại vì chẳng có cái gì tốt mà_lại có được bằng cách nằm chơi nằm thoải_mái cả nó vậy đó hãy cố_gắng dễ_chịu về những điều khó chịu
2686,ngay bây_giờ thì mới có_thể ngủ đủ được để cho ngày_mai quay cả ngày
2687,từ sáng đến đêm
2688,hy_vọng là trước nửa_đêm phải sẽ xong bởi_vậy bây_giờ mình chỉ có đi tắm nè rồi dưỡng da nè rồi đi ngủ thôi rất là nhanh mình hy_vọng là các bạn đã thích một cái ngày như_vậy đó
2689,x_mát_s_bóc_x rất tiếc là chưa có ở việt nam thế_nhưng nếu_mà các bạn sang thái hoặc là sang xinh_ga_po những cái nước gần_gần đây mà có
269,trên đầu mình chưa bao_giờ có nhiều tóc đến thế
2691,đó mình sẽ dùng cái p_rai_mơ này trước_sau đó thì mình sẽ dùng con_xê_lơ
2692,tức_là kem che khuyết_điểm và kem che khuyết_điểm mà mình dùng
2693,và cái kênh mà mình thích nhất
2695,giép_ph_rây x_ta thế anh giép_ph_rây này trời_ơi mình thích lắm luôn ý thì đây là ví_dụ về một kênh tuyệt_vời để các bạn xem và luyện tiếng anh vì các vi_đi_ô đều có phụ_đề tiếng anh hết
2696,bây_giờ các bạn xem cái vi_đi_ô mới nhất chẳng_hạn nha
2697,bi_da chuối để
27,sau chuyện đó mình đã nói_chuyện với cô_giáo mình nói rõ là mình muốn đạt đít_x_tin_sừn bẩy_mươi phần_trăm trở_lên và cô_giáo đã hướng_dẫn mình làm bài theo đúng cái mục_tiêu ở mức đó và cuối_cùng khi hoàn_thành thì bài mình đạt bẩy_mươi_mốt phần trăm
270,anh nhưng_mà như_thế_này nếu_mà em để tóc dài như này thì anh sẽ thích hơn hay_là để tóc ngắn anh thích
2700,khi cái gì mà bỏ chân trâu vô nó cũng ngon hết
2701,thì đây là cái độ sáng mà các bạn thấy khi mà mình kéo hết rèm lại lưu_ý rèm nhà mình là cái rèm cái màn sáo ý thì nó không có có
2703,bây_giờ mình sẽ vào iu túp này
2705,nếu_mà chúng_mình nghĩ như_vậy á thì tự_nhiên cái luồng năng_lượng của chúng_mình sẽ khác đi và cơ_thể chúng_mình sẽ không cố
2706,đẩy những cái việc đó đi để mà trì_hoãn nữa mà mình sẽ thực_hiện nó đó là mẹo của mình
2707,ai cũng có_thể làm được các bạn thử à
2708,áp_dụng xem sao nha
2709,điều thứ sáu mà mình học được là luôn cố_gắng rèn_luyện thói_quen ghi_chép vào_sổ có người sẽ thích ghi vào điện thoại
2710,có người thích dùng sổ giấy thế_nhưng mà dù có ghi vào đâu đi_chăng_nữa thì cũng_nên có một nơi để ghi công_việc lại những việc cần làm những hạn cuối cần nhớ ghi vào_sổ là cái cách rất tốt để giải_quyết công_việc giải_quyết cái tật hay quên và phân_loại thứ_tự ưu_tiên của những thứ mà một người cần làm mình luôn_luôn có một cuốn sổ để mình ghi_chép công_việc mà nó giúp mình rất là nhiều trong cuộc_sống hằng ngày đặc_biệt là vào thời_buổi mà mỗi người phải nhận quá nhiều thông_tin và trở_nên sao_lãng hơn bao_giờ hết
2711,có gì cần nhớ thì nhớ ghi lại nha
2712,cái hút khói này
2713,nó mạnh và nó hút được
2714,nhưng_mà nó ở một cái chừng_mực nhất_định thôi đối_với những nhà mà nói nhiều cái mùi nhiều đồ và nấu cả ngày ý
2715,thì đúng nó sẽ vẫn mùi đó
2716,ở trong này thì mình có một cái lược nữa
2717,ngăn này là ngăn đựng dụng_cụ của mình
2718,tức là
272,hoặc là mình nấp sau cột điện
2721,mà mình quên mất là sự có_mặt của nó là ở đấy còn nó vẫn còn nguyên tác
2723,ngăn_kéo cuối_cùng là ngăn_kéo mà mình để tất_cả các loại quần
2725,chào các bạn chào các bạn chào các ban các bạn có biết mình đang ở đâu không
2726,đây là cây khế huyền_thoại nhà mình mình đang ở nhà ba_mẹ mình ở ngoài hà nội
2728,một_số thứ mà bạn có_thể đặt vào trong cái phần_phụ lục
2729,là các phần phân_tích vĩ_mô vi_mô này xô bốt này như kết_quả nghiên_cứu này số_liệu bằng chứng rồi nói_chung tất_cả các thứ để hỗ_trợ những cái lý_thuyết ở trong bài
273,hoặc là mình nấp tức_là mình đứng vào một cái ngõ kẹt
2738,bước vào một không_gian khác
2739,là kho bếp của mình
274,để người_ta không có cái tầm với vào cái đường chạy thoáng để có_thể chạy qua dẹt
2740,và cái kho bếp là cái phần mà mình rất là ưng_ý ở trong căn nhà này
2741,à mình luôn_luôn muốn là mình luôn_luôn muốn có từ lâu rồi
2742,thế_nhưng mà chỉ đến khi mà mình có cái nhà này thì_là mình làm nhà từ nhà thô đó
2743,thì mình mới hiện_thực hoá được_cái ý_tưởng đó_đây là cái kho bếp
2744,đây là không_gian riêng của mình
2745,nơi mà mình sẽ
2746,mình mới học thì_có ba loại cây đó
2747,tại_sao trồng ở đây là tại vì nó là những cái giống cây đặc trưng
2748,của vùng đồng_bằng sông cửu long và nó sẽ có hai lợi ích
2749,một là chống xói_mòn đất
275,giật cái điện_thoại của mình và chạy đi đó mình luôn luôn
2750,cái thứ_hai là
2751,nó sẽ tạo môi_trường sống cho
2753,mình mới học thì_có ba loại cây đó
2754,tại_sao chồng ở đây là tại vì nó là những cái giống cây đặc trưng
2755,của vùng đồng_bằng sông cửu long và nó sẽ có hai lợi ích
2756,một là chống xói_mòn đất
2757,cái thứ_hai là
2758,nó sẽ tạo môi_trường sống cho
276,quay mặt vào gốc
2760,dầu xả những cái này mình thích hơn chút nè
2761,những cái như_thế_này ý
2762,thì_là cái bao_bì của nó nhỏ sau khi mà mình dùng
2763,xong á thì mình sẽ không sử_dụng lại được thế_nhưng mà những cái này nè
2764,thì á sau khi mà mình dùng xong mình giữ lại cái lọ này
2765,mỗi lúc mà mình đi du_lịch á
2766,mình đổ một_tí dầu_gội đầu_vào đây
2767,là á mình có_thể mang đi rất là tiện này túi nhỏ này giống như_là cái túi để mang đi du lịch
2768,ý tức_là khi mà mình cho những cái đồ này vào đây thì mình
277,cây quay mặt vào cột
2773,sa_đâu út tức_là cái mùi gỗ đó nó hơi
2775,cái hoa này gắn vào đây
2776,và mình sẽ dùng những cái vải vụn này
2777,đây những cái vải vụn trắng_trắng như_thế này
2778,mình cắt thành những cái dải ví dụ
2779,ví_dụ một cái miếng như_thế này thì_là mình sẽ túm lại ở trên này
278,điện quay mặt vào ngõ kẹt
2780,sau đấy thì bây_giờ mình sẽ đính
2781,từ thể sang máy tính
2782,nó nhanh như_thế_nào tức_là tốc độ
2783,im_pót
2784,im_pót cái thẻ mà có tốc_độ nhanh thì cái thao_tác của các bạn cũng sẽ nhanh hơn quá_trình làm_việc của các bạn cũng sẽ nhanh gọn hơn
2785,thay_vì các bạn phải chờ cóp phai rất là lâu thì các bạn có_thể dùng những cái thẻ như_thế này
2786,rất là mạnh để gọi_là đẩy nhanh cái quá_trình đó
2787,thì cái tốc_độ của cái này á tốc_độ đọc của nó là ba_trăm mê trong một giây tốc_độ ờ ghi của nó là hai trăm chín chín mê một giây tức_là cực_kỳ nhanh điểm nổi_bật nhất của cái thẻ này phải là cái tốc_độ đọc ghi của nó
2790,các bạn có thấy lông_mày mình không có đến_nỗi lệch không
2791,lý_do mà các bạn thấy lông ngoài mình lệch ấy
2792,là tại vì mỗi khi mà mình quay_phim ý mình quay cái ánh_sáng nó không thẳng vào mặt tức_là một bên tối một bên sáng nay các bạn thấy chưa
2793,các bạn thấy bên nào tối hơn chưa
2794,không phải là tại mình kẻ lông_mày lệch
2796,bây_giờ tạm như_thế_này đã
2797,không_thể_nào mà một ngày mà dọn hết được tất_cả những cái này được ngày hôm_nay mình sẽ dọn một_nửa cái bên này thôi và mình cảm_thấy đó đã là một cái
2798,đây là á cái cách giặt dành cho những cái bàn
28,đít_x_tin_sừn
280,mẹo thứ_ba để bài luận đạt điểm_cao là trong bài phải có nhiều nguồn chất_lượng cái việc ghi ra giả_thiết và trích_dẫn nguồn là việc rất cơ_bản mà chắc_chắn bạn phải_biết rồi nhưng
2800,những cái cọ trang_điểm bằng à lông sợi lông nhân tạo
2801,bây_giờ thì chúng minh bắt đầu
2802,dùng một cái cọ như_thế này
2804,bơi ngày hôm_nay mình à tắm cho con a hay_là cái gì đấy
2805,thì tất_cả những cái này ý cái vi_đi_ô như_vậy nó liệt vào dạng riêng_tư thì cái vi_đi_ô đó không phải là nó không tốt nó không có cái tính chia_sẻ và nó
2806,có_thể nó không có tính chia_sẻ và có_thể nó không
2807,lý_do mà mình dùng cái bút này chỉ để đánh viền như_thế_này thôi
2808,là vì cái bút này nó rất là dễ để vẽ cái phần viền ngoài
2809,và cái phần mực của nó nó không quá đậm đặc
281,để bài được điểm_cao ý thì các bạn phải chịu_khó tìm nhiều lý_thuyết khác_nhau từ nhiều nguồn khác_nhau và đối chiếu
2810,bởi_vậy cho_nên là nếu_mà dùng cái bút này để tô cái phần ở trong á thì nó sẽ mất rất là nhiều thời_gian nó sẽ rất là chậm
2811,bởi_vậy mình sẽ dùng cái này chỉ để vẽ viền ngoài
2812,và sau đó mình sẽ chuyển sang cái tiếp_theo để mình tô vào trong
2813,cái này thì cái mực của nó cực_kỳ đậm_đặc thế cho_nên là tô cái phần ở trong nó rất là đen nó không trôi
2814,và nó rất là rất là nhanh
2816,nếu các bạn bắt_gặp mình ở ngoài đường thì sẽ thấy mình nghe nhạc rất là nhiều
2817,thế_nhưng mà khi mà nghe cái này mặc dù
2818,chẳng khác_gì những cái tai_nghe khác thế
2819,nhưng_mà mình lại dùng để nghe sách
282,nói_chung là nó không được
2820,chứ mình lại còn không dùng để nghe nhạc
2823,nói như kiểu là bó rò ý cho_nên là mình kiểu
2824,sau khi mà mình phải mặc đồng_phục cái năm lớp mười một
2825,ý thì mình đã không_bao_giờ mặc đồng_phục nữa à nhập không_bao_giờ mặc áo_dài nữa từ thời đó đến giờ để mà có một cái áo_dài mà nó vừa với mình như vậy_mà nhìn mình không giống cái bó dò và mình cảm_thấy rất là ấn tượng
2828,giặt đồ nè
2829,đó giặt sấy này và làm những cái mà nó hơi lỉnh_kỉnh một_chút nó hơi ồn một_chút ở trong này ví_dụ như là
283,xếch_xi cho lắm bây_giờ giả_sử là mình đang chạy với con chó này xong rồi mình sực nhớ ra là à ngày hôm_nay mình có việc
2830,mình nấu sữa này
2831,say sinh_tố này
2832,bằng cái túi như_thế này đó khi mà mình bỏ vào nó sẽ không bị xước bởi những cái đồ khác những cái đồ khác thì nó sẽ luôn_luôn có những cái kiểu khoá_kéo này khuy bằng kim_loại khi mà mình bỏ vào đây như_thế này cột lại
2833,không biết là
2834,liệu cái kế_hoạch đấy nó có thành hay không thế_nhưng đó là một cái kế_hoạch chung của rất là nhiều người
2835,khi mà sang đó là người rơm và sinh_hoạt như vậy
2837,rất lịch sự
2838,đấy hình_dung mình đang đi một_đôi giầy rất là lịch_sự mình đang đi họp chào các bạn
2839,tiếp_theo chúng_mình có một chiếc váy ngắn các bạn ơi
284,bây_giờ mình sẽ phải gọi tần trợ_lý của mình gấp bây_giờ mình sẽ
2841,thế_nhưng mà ở đằng trước ý nó sẽ là cái thun mỏng hơn như_thế này
2842,không phải là thuốc cái này là thực_phẩm chức_năng nha các bạn mình phải phân biệt
2843,hơi ghét tố hơi chắp vào một_tí là mua một cái đường_ống như_thế_này nối vào đây
2844,sau đấy thì lấy cái đường_ống này và thò ra ngoài cửa_sổ ở phía ngoài đây là cái cửa_sổ thì_là mở ra xong lại thò ra ở ngoài
2845,các bạn hình_dung nha cái chỗ này là cái chỗ mà cái khí đã được lặc rồi phun ra
2846,ở cái vị_trí này thì mình nằm ngay ở đây mình quay sang bên này và cái mặt mình úp vào đây
2847,của y cô sờ to dành cho trẻ_em đây là cái loại nước giặt mà dành cho da nhạy_cảm u cờ ra sen xin xít
2848,bằng rau_quả thì_là nó sẽ chắc_ăn hơn nhất nước
2849,phải đi mua thêm một lọ mới là mình sẽ cho mấy giọt vào trong những cái trái bóng này
285,đó là cái cách mình sẽ đáp rà phim tại nhà của mình
2850,để các bạn ngậm nếu_mà các bạn không thích ô_mai mơ gừng có_thể thử các cái loại kẹo chua
2851,dầu mình có hai lọ tinh_dầu của mình sử_dụng đó là tinh_dầu cam và
2852,cái bếp cái nút cảm_ứng mà nó được bỏ đi cái này không phải là thuốc thực
2853,ở đằng trước thì cái nguyên_lý của nó đó là đeo vào cổ tay
2854,xong rồi căn đúng cái vị_trí thì vị_trí là gì vị_trí là ờ căn cái đường nhăn đầu tiên
2855,bai mình nhìn thấy nhà_cửa chưa có trang_trí chưa có sắp_xếp mình nghĩ
2856,đó mình mệt tới cái mức_độ đó thế_nhưng mà càng nằm thì mình sẽ càng cảm_thấy mình mệt về mặt thể_chất và sẽ càng bế_tắc về mặt tâm hồn
2857,râu vẫn chưa cạo râu vẫn chưa cạo tóc thì á như một cái tổ quả và
2858,nó đang được thành_hình ở trong bụng mình và cái con_người đấy nó là một_nửa của mình và một nửa
2859,đang ngủ đang ngất trên cành quất bây_giờ trong ngày mình có_thể ngất bất_cứ lúc_nào các bạn ạ mình mình ngất như một
286,hy_vọng là các bạn đã thích
2860,như một như một cơn mơ tức_là mình có_thể kiểu đang như_thế_này một cái mình cật
2861,mình muốn làm cái vi_đi_ô này để kể khổ để kể khổ với các bạn bởi_vì mình không ngờ nó khổ đến thế
2862,nóng thì mình toát mồ_hôi ra toát mồ_hôi ra đầm_đìa cả người nhưng
2863,đôi_khi cái đó nó không nó không phải là thực_tế của tất_cả mọi người
2864,đó nhìn rất là ngon đúng không để ăn thử xem là nó có ngon không nhá
2865,và đây là cái gì trời_ơi nhân_viên chơi khó quá toàn là những gói quà_bánh mà nó không
2867,nó sẽ kỳ lưng được rất là mạnh bởi_thế cho_nên đây và dành cho mẹ mình tiếp_tục ôi rồi ôi
2868,mình mua thử hai cái loại này hy_vọng là mẹ mình sẽ thích chứ mình cũng không dành về mấy cái món này thật
2869,mình thích cái túi này tết thì mua một_ít về nhà nội mua một_ít về nhà ngoại tốt
287,nếu_mà có câu_hỏi gì thì à để lại câu_hỏi ở phần bình_luận phía dưới và mình sẽ cố_gắng hết sức
2870,tốt tiếp_theo đây là một thứ bánh gì đó mình không đọc được một chữ nào
2872,cái đít của nó bỏ đi xong rồi bây_giờ mình sẽ thái mỏng thật_là mỏng
2873,đó đó như_vậy phiến phiến phiến phiến thôi à có một cái gì đấy đang sôi
2874,có một cái váng mỡ gì ở trên ngược_lại thì chồng mình rất thích ăn nước béo
2877,bởi_vậy mình chỉ có dầu ô_liu thôi mình cho vào đây
2878,đây là miếng hành thử_nghiệm miếng hành chuột_bạch của mình rồi hành_tây thì mình để nguyên đấy nhá mình sẽ cho hành_ta vào phi
288,trong cái sự lâu_tếch của mình để trả_lời cho các bạn nhé tất_nhiên đừng hỏi câu_hỏi gì
2880,à ừ nặng quá từ tư ôi chết rồi phải nhanh tay_không có
2882,đây đây đây khi mà cầm như_thế_này thì nó đỡ hơn được được được
2883,mình sẽ kiểm_tra hai cái nồi kia nhá
2884,ự thảo_nào để cái chảo xuống nó xèo_xèo chứ
2885,bây_giờ chúng_mình đã nhận ra cái nồi măng mà chúng mình
2886,chưa chưa sôi lắm để cho nó sôi thêm chút_xíu chút_xíu nữa_là ô_kê bây_giờ mình sẽ lấy một cái nồi nước để mình trụng miến
2887,lớp mếch_ắp của mình trôi đi hết vẻ đẹp của nấu_nướng là đây
2888,kem nền chảy ra đó chính là vẻ đẹp của nghệ_thuật ẩm_thực à
2889,cái nước này nó sôi lên mình chuyển sang chuyển qua chuyển qua chuyển qua nhúng miến trước đã mình sẽ lấy khoảng chừng này miến trước đã
